Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Severity,Incident_ID,Price_Version,Pricing_Type,Purchase_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate
U9941,acct001,2026/08/31 09:38,Database,VM-STD-4,252.77,seconds,₹361.18,USD,US East 1,False,,dev,resource-9525,T-100,Customer reported latency issue,MEDIUM,,,on-demand,spot,Finance,,NONE,106.0,83
U9942,acct-001,2026-06-08T17:14:00-04:00,Database,DB-GP-2,125.94,seconds,₹141.23,EUR,US East 1,False,alice,dev,R2537,T-158,Customer reported latency issue,MEDIUM,I-58,v1,spot,spot,Research,Project-B,NONE,,90
U9943, acct003 ,2026/08/09 20:58,Storage,DB-GP-2,441.59,minutes,302.21,EUR,us-east-1,True,,test,R5102,T-30,Customer phone 6691882971 reported outage,,,,on-demand,reserved,Finance,Project-C,OUTAGE,,90
U9944, acct003 ,2026/09/30 04:45,Networking,VM-STD-4,349.5,seconds,$562.5,INR,eu-west-1,False,charlie,test,resource-6827,T-112,User email john@example.com cannot login,LOW,I-24,v3,spot,reserved,,,DEGRADED,94.0,1
U9945,acct-001,2026-02-08 12:20:00,Storage,db_gp_2,396.15,seconds,₹451.38,EUR,ap south 1,True,alice,dev,R3564,T-3,User email john@example.com cannot login,MEDIUM,I-62,v2,reserved,on-demand,,Project-C,OUTAGE,108.0,90
U9946,acct001,2026-08-08T22:52:00+05:30,Storage,VM-STD-4,55.59,seconds,₹28.78,EUR,US East 1,False,bob,test,R3915,T-188,Customer phone 8611247755 reported outage,MEDIUM,I-8,,reserved,on-demand,Finance,Project-C,NONE,,90
U9947,acct-001,2026/03/10 25:05,Database,db_gp_2,357.98,seconds,₹179.92,USD,ap south 1,True,,prod,resource-3934,T-47,Customer phone 7283406568 reported outage,,,v2,on-demand,spot,Finance,Project-A,OUTAGE,,83
U9948,acct001,2026-05-17 21:09:00,Compute,VM-STD-4,421.21,seconds,$710.32,INR,eu-west-1,False,charlie,prod,R6485,T-171,User email john@example.com cannot login,LOW,,,reserved,reserved,Sales,Project-C,DEGRADED,,1
U9949,acct-001,2026/03/10 25:05,Networking,VM-STD-4,308.45,hours,$68.06,INR,eu-west-1,True,alice,,R8288,T-9,User email john@example.com cannot login,,,v1,on-demand,reserved,Engineering,,DEGRADED,37.0,1
U9950,ACCT-002,2026-05-17 23:52:00,Storage,vm_std_4,90.87,minutes,$102.51,USD,eu-west-1,False,,dev,resource-8665,T-114,User email john@example.com cannot login,LOW,I-85,v2,reserved,spot,Engineering,Project-C,NONE,,83
U9951,acct-001,2026-06-14 19:15:00,Networking,db_gp_2,433.98,seconds,$689.75,USD,US East 1,True,alice,prod,R8084,T-12,Customer phone 9074290535 reported outage,HIGH,,v3,reserved,reserved,Research,Project-A,DEGRADED,97.0,83
U9952, acct003 ,2026-11-04T19:14:00+09:00,AI,vm_std_4,110.26,seconds,₹186.7,INR,US East 1,False,bob,test,R9299,T-157,Customer reported latency issue,,,v1,spot,on-demand,,Project-B,NONE,96.0,1
U9953,ACCT-002,2026/03/10 25:05,Database,DB-GP-2,298.18,hours,541.85,INR,US East 1,False,bob,test,resource-2419,T-179,Customer phone 7085807880 reported outage,MEDIUM,I-22,v2,on-demand,reserved,Finance,Project-A,OUTAGE,25.0,1
U9954,acct001,2026/02/23 01:59,Compute,DB-GP-2,29.02,hours,₹15.71,USD,us-east-1,False,alice,test,resource-2388,T-132,User email john@example.com cannot login,MEDIUM,I-27,,reserved,on-demand,Engineering,Project-B,NONE,104.0,83
U9955, acct003 ,2026-07-07T07:19:00+09:00,Networking,DB-GP-2,150.51,hours,249.49,USD,eu-west-1,True,david,prod,resource-9275,T-172,Customer reported latency issue,LOW,I-63,v3,reserved,on-demand,Sales,Project-A,OUTAGE,4.0,83
U9956,ACCT-002,2026/02/15 07:20,Compute,VM-STD-4,271.23,hours,54.54,EUR,US East 1,False,charlie,,R3267,T-114,User email john@example.com cannot login,LOW,,v3,spot,spot,,Project-A,OUTAGE,43.0,90
U9957,ACCT-002,2026-02-18 02:26:00,Database,db_gp_2,128.24,hours,₹70.39,EUR,us-east-1,True,david,dev,resource-2706,T-175,Customer reported latency issue,LOW,I-22,,reserved,reserved,Sales,Project-A,OUTAGE,,90
U9958,ACCT-002,2026/04/26 01:48,Database,VM-STD-4,69.56,minutes,25.99,INR,us-east-1,False,david,prod,resource-7771,T-79,Customer reported latency issue,HIGH,,,spot,reserved,,Project-C,NONE,,1
U9959,ACCT-002,2026-08-18 07:59:00,Storage,db_gp_2,303.95,seconds,$389.71,EUR,ap south 1,False,charlie,,R8531,T-133,Customer reported latency issue,LOW,I-53,v2,reserved,on-demand,Sales,Project-C,NONE,,90
U9960,acct001,2026/07/31 04:19,Compute,vm_std_4,318.36,minutes,₹426.29,USD,US East 1,True,alice,dev,R3596,T-73,Customer reported latency issue,MEDIUM,I-81,v1,spot,reserved,Sales,Project-B,NONE,,83
U9961, acct003 ,2026/07/17 09:54,Database,VM-STD-4,92.93,seconds,₹135.03,EUR,us-east-1,False,david,,R4238,T-14,Customer phone 7234677445 reported outage,HIGH,,,spot,on-demand,,Project-C,NONE,92.0,90
U9962,ACCT-002,2026/03/10 25:05,Storage,db_gp_2,162.41,minutes,₹254.53,USD,us-east-1,True,charlie,dev,R1128,T-87,User email john@example.com cannot login,HIGH,,,on-demand,on-demand,Sales,Project-A,DEGRADED,97.0,83
U9963, acct003 ,2026-09-14 18:48:00,Networking,db_gp_2,32.32,hours,9.85,EUR,ap south 1,True,charlie,,R5934,T-24,User email john@example.com cannot login,MEDIUM,,,reserved,on-demand,Engineering,Project-A,OUTAGE,93.0,90
U9964,acct-001,2026/11/28 23:49,Networking,DB-GP-2,56.52,seconds,55.59,EUR,US East 1,False,,,resource-9384,T-171,User email john@example.com cannot login,MEDIUM,,v3,reserved,reserved,Research,Project-C,DEGRADED,,90
U9965,acct001,2026/01/09 07:41,Storage,db_gp_2,291.27,seconds,$431.42,USD,eu-west-1,True,charlie,prod,resource-9150,T-171,Customer reported latency issue,MEDIUM,I-39,,on-demand,reserved,Research,Project-A,NONE,7.0,83
U9966,acct-001,2026/11/22 18:53,Compute,VM-STD-4,299.82,minutes,₹351.55,EUR,US East 1,True,,,resource-4587,T-168,User email john@example.com cannot login,,I-66,v2,reserved,spot,Sales,Project-B,OUTAGE,,90
U9967, acct003 ,2026-09-28T08:15:00-04:00,Networking,DB-GP-2,271.46,minutes,₹88.35,USD,ap south 1,False,bob,test,R2105,T-33,Customer reported latency issue,MEDIUM,,,spot,reserved,Sales,Project-A,NONE,83.0,83
U9968,acct001,2026/03/10 25:05,Database,vm_std_4,364.79,hours,603.09,EUR,ap south 1,True,,dev,resource-8958,T-83,Customer phone 7422457349 reported outage,LOW,I-41,v1,reserved,spot,Engineering,Project-A,DEGRADED,57.0,90
U9969,ACCT-002,2026/03/10 25:05,Compute,VM-STD-4,418.84,hours,127.32,INR,eu-west-1,False,alice,,R1573,T-18,User email john@example.com cannot login,MEDIUM,I-43,v3,reserved,reserved,Research,Project-B,DEGRADED,48.0,1
U9970,acct-001,2026/03/10 25:05,Networking,vm_std_4,494.21,seconds,₹353.65,EUR,ap south 1,True,alice,dev,R7275,T-151,User email john@example.com cannot login,HIGH,,v1,on-demand,reserved,Research,Project-C,DEGRADED,120.0,90
U9971, acct003 ,2026-11-05 00:42:00,Networking,vm_std_4,286.5,seconds,225.27,INR,US East 1,False,david,prod,resource-4976,T-197,Customer phone 7682239347 reported outage,LOW,,v3,reserved,on-demand,,Project-B,DEGRADED,45.0,1
U9972,ACCT-002,2026/03/10 25:05,AI,vm_std_4,5455.02,seconds,2576.84,USD,ap south 1,False,charlie,,R6842,T-168,User email john@example.com cannot login,MEDIUM,I-100,,spot,reserved,Sales,,NONE,,83
U9973,acct-001,2026/01/18 00:43,Storage,DB-GP-2,186.58,minutes,$344.94,INR,us-east-1,False,bob,,resource-5329,T-62,User email john@example.com cannot login,,I-26,v2,spot,reserved,Sales,Project-B,NONE,38.0,1
U9974, acct003 ,2026/03/10 25:05,Compute,db_gp_2,141.43,minutes,$227.51,USD,us-east-1,True,alice,test,R2847,T-98,User email john@example.com cannot login,,I-57,v1,reserved,spot,Engineering,Project-A,OUTAGE,0.0,83
U9975,ACCT-002,2026-01-12T07:19:00+00:00,AI,VM-STD-4,431.69,seconds,$304.93,EUR,ap south 1,False,alice,test,R6614,T-115,Customer reported latency issue,,I-20,,on-demand,reserved,Research,Project-B,NONE,103.0,90
U9976,acct-001,2026-12-05 23:38:00,Storage,vm_std_4,121.59,minutes,54.12,INR,eu-west-1,True,david,prod,R1447,T-65,User email john@example.com cannot login,HIGH,I-38,v2,spot,spot,,Project-B,NONE,,1
U9977,ACCT-002,2026-10-20T14:57:00+05:30,Storage,DB-GP-2,181.12,hours,₹270.15,EUR,US East 1,True,alice,dev,resource-3640,T-181,User email john@example.com cannot login,HIGH,I-24,v3,spot,spot,Research,Project-A,OUTAGE,,90
U9978,acct-001,2026-04-30 16:22:00,Networking,db_gp_2,318.08,seconds,$340.96,USD,us-east-1,False,bob,,R1043,T-113,User email john@example.com cannot login,LOW,,v3,spot,on-demand,Finance,Project-B,NONE,,83
U9979, acct003 ,2026-08-02 14:58:00,Networking,DB-GP-2,351.6,hours,₹184.2,INR,eu-west-1,True,charlie,,R2116,T-42,Customer phone 6351619350 reported outage,LOW,,v1,spot,reserved,,Project-A,NONE,50.0,1
U9980,acct-001,2026-08-04 01:22:00,Compute,VM-STD-4,1.53,hours,₹1.64,INR,US East 1,True,charlie,dev,R2202,T-110,Customer phone 7330732093 reported outage,,,v3,on-demand,reserved,Finance,,OUTAGE,,1
U9981,acct-001,2026/04/26 19:17,Storage,VM-STD-4,75.99,minutes,₹151.84,USD,ap south 1,True,charlie,,resource-4999,T-154,Customer phone 6996197584 reported outage,,,v3,spot,on-demand,Engineering,Project-A,DEGRADED,,83
U9982, acct003 ,2026/03/16 12:46,AI,vm_std_4,19.55,seconds,37.34,USD,ap south 1,True,,prod,R7743,T-96,Customer reported latency issue,,I-6,v1,on-demand,on-demand,Engineering,,OUTAGE,80.0,83
U9983,acct-001,2026-09-08T13:15:00+05:30,Networking,vm_std_4,271.92,hours,202.75,USD,ap south 1,True,alice,prod,R2500,T-4,User email john@example.com cannot login,HIGH,,,spot,spot,Research,Project-C,NONE,15.0,83
U9984, acct003 ,2026-03-24 03:00:00,Storage,vm_std_4,30.8,seconds,51.7,USD,US East 1,True,alice,test,resource-2836,T-94,Customer phone 7795652070 reported outage,HIGH,,v3,reserved,on-demand,Engineering,Project-A,OUTAGE,113.0,83
U9985, acct003 ,2026/08/04 04:48,Networking,DB-GP-2,26.04,hours,₹37.31,EUR,US East 1,True,charlie,,R1694,T-71,Customer reported latency issue,MEDIUM,I-19,v1,reserved,reserved,Sales,,NONE,,90
U9986,acct001,2026-07-26 08:33:00,Database,VM-STD-4,226.73,hours,$285.28,USD,eu-west-1,False,charlie,dev,resource-1335,T-141,Customer reported latency issue,HIGH,,,reserved,spot,Engineering,Project-B,NONE,,83
U9987,acct-001,2026/02/24 20:09,AI,db_gp_2,144.35,seconds,219.71,EUR,us-east-1,True,david,,resource-6523,T-147,Customer phone 6717179561 reported outage,,,,spot,spot,Sales,Project-C,DEGRADED,105.0,90
U9988,ACCT-002,2026-11-21 21:00:00,AI,DB-GP-2,466.55,hours,597.51,INR,us-east-1,False,david,dev,resource-7890,T-102,Customer reported latency issue,,I-34,v2,on-demand,spot,Research,Project-C,NONE,,1
U9989,acct-001,2026/03/10 25:05,Networking,vm_std_4,108.81,hours,₹53.66,EUR,US East 1,False,bob,prod,R9580,T-133,Customer phone 7036883183 reported outage,MEDIUM,,,on-demand,spot,Research,Project-B,DEGRADED,,90
U9990, acct003 ,2026/03/10 25:05,Database,DB-GP-2,363.3,seconds,690.33,EUR,ap south 1,False,david,test,resource-5537,T-93,User email john@example.com cannot login,,,v3,on-demand,reserved,,,DEGRADED,41.0,90
U9991,ACCT-002,2026-11-11T02:43:00+09:00,Database,VM-STD-4,487.45,minutes,$240.65,USD,ap south 1,False,bob,test,resource-4419,T-87,Customer phone 7363546189 reported outage,HIGH,I-83,v3,spot,spot,Research,Project-C,OUTAGE,100.0,83
U9992, acct003 ,2026-07-01 04:14:00,Storage,db_gp_2,192.78,minutes,$211.72,INR,ap south 1,False,bob,prod,resource-4766,T-36,User email john@example.com cannot login,,,v3,reserved,reserved,Finance,,DEGRADED,104.0,1
U9993, acct003 ,2026/02/01 17:43,Compute,VM-STD-4,49.92,minutes,₹78.4,USD,US East 1,True,alice,prod,resource-1337,T-182,User email john@example.com cannot login,HIGH,I-56,v2,reserved,spot,Research,Project-B,DEGRADED,39.0,83
U9994,acct-001,2026/03/10 25:05,Storage,db_gp_2,19.34,seconds,$16.6,INR,ap south 1,True,,prod,resource-2823,T-27,Customer phone 8335865634 reported outage,,I-3,,reserved,reserved,Engineering,,OUTAGE,,1
U9995,acct-001,2026/03/10 25:05,Storage,DB-GP-2,74.74,minutes,₹92.87,INR,us-east-1,False,,dev,resource-4179,T-65,User email john@example.com cannot login,MEDIUM,I-53,v3,on-demand,reserved,Research,Project-A,DEGRADED,,1
U9996,acct-001,2026/03/10 25:05,Storage,db_gp_2,58.9,minutes,₹62.04,USD,us-east-1,False,charlie,prod,R1513,T-65,User email john@example.com cannot login,LOW,,v2,on-demand,reserved,Research,Project-A,OUTAGE,25.0,83
U9997,acct001,2026-11-21 14:51:00,AI,vm_std_4,336.97,hours,553.9,INR,us-east-1,False,alice,test,resource-1652,T-119,User email john@example.com cannot login,,I-62,v3,reserved,spot,Sales,Project-B,OUTAGE,,1
U9998,acct001,2026-08-29T12:31:00+00:00,AI,VM-STD-4,75.43,hours,₹69.37,INR,us-east-1,True,bob,test,R8256,T-175,Customer reported latency issue,HIGH,,v1,reserved,reserved,,Project-B,DEGRADED,,1
U9999,acct-001,2026-09-20 17:15:00,Compute,VM-STD-4,409.17,minutes,528.07,INR,us-east-1,False,,,R1931,T-109,Customer reported latency issue,LOW,I-41,v1,reserved,on-demand,Sales,,OUTAGE,,1
U215,acct-001,2026/03/10 25:05,Database,VM-STD-4,71.29,minutes,$119.91,INR,ap south 1,False,david,dev,resource-6637,T-75,User email john@example.com cannot login,HIGH,I-93,,on-demand,reserved,Sales,Project-B,DEGRADED,10.0,1
U509,acct-001,2026-04-07 22:28:00,Database,DB-GP-2,41.51,hours,$67.98,USD,us-east-1,False,charlie,dev,resource-4313,T-103,User email john@example.com cannot login,,,,spot,reserved,Finance,Project-A,NONE,54.0,83
U8501,acct-001,2026/11/23 14:22,Compute,DB-GP-2,437.17,hours,₹369.55,USD,ap south 1,True,david,dev,resource-9738,T-125,Customer phone 6421060935 reported outage,LOW,,v2,spot,spot,Research,Project-B,DEGRADED,53.0,83
U1802, acct003 ,2026-07-19T10:46:00-04:00,Networking,DB-GP-2,125.91,hours,₹229.81,EUR,us-east-1,True,,,R8234,T-140,Customer reported latency issue,MEDIUM,,,reserved,spot,Sales,Project-C,OUTAGE,67.0,90
U3517,ACCT-002,2026-08-20T20:40:00+00:00,AI,vm_std_4,118.33,hours,81.48,USD,ap south 1,False,bob,dev,resource-4365,T-86,Customer reported latency issue,MEDIUM,I-82,v3,on-demand,on-demand,,Project-C,DEGRADED,,83
U4266,acct001,2026/03/10 25:05,Networking,DB-GP-2,36.97,minutes,$7.82,EUR,eu-west-1,False,,test,resource-8160,T-118,Customer reported latency issue,MEDIUM,I-12,v2,spot,spot,Sales,Project-C,NONE,,90
U8460,ACCT-002,2026/02/18 01:14,Networking,vm_std_4,338.49,seconds,₹465.08,USD,eu-west-1,True,alice,,R9469,T-31,Customer phone 7756139530 reported outage,MEDIUM,,,spot,spot,,,NONE,46.0,83
U4387,acct-001,2026-10-10 06:52:00,Storage,vm_std_4,313.51,hours,438.08,EUR,us-east-1,True,david,dev,resource-2234,T-116,Customer reported latency issue,LOW,,,spot,spot,,Project-B,DEGRADED,60.0,90
U313,ACCT-002,2026/03/10 25:05,AI,VM-STD-4,272.79,hours,370.85,USD,eu-west-1,True,charlie,,resource-6694,T-172,Customer reported latency issue,LOW,,,reserved,spot,Sales,,OUTAGE,,83
U7900,acct001,2026-11-03T09:52:00+09:00,Networking,db_gp_2,225.4,seconds,130.35,USD,US East 1,True,alice,prod,R7696,T-31,Customer reported latency issue,MEDIUM,,v1,on-demand,reserved,Research,Project-B,NONE,,83
U8011,acct-001,2026-08-08T14:16:00+09:00,Compute,VM-STD-4,80.97,seconds,72.13,EUR,us-east-1,False,charlie,,R4650,T-48,User email john@example.com cannot login,MEDIUM,I-85,,on-demand,spot,Finance,Project-B,NONE,,90
U7954, acct003 ,2026/07/22 12:06,Compute,DB-GP-2,361.99,seconds,₹720.0,EUR,ap south 1,True,david,test,resource-5251,T-132,User email john@example.com cannot login,,,v3,spot,on-demand,Research,Project-C,DEGRADED,89.0,90
U9029,acct001,2026/03/10 25:05,Networking,vm_std_4,3297.43,minutes,$1370.76,USD,US East 1,True,charlie,test,resource-7938,T-18,Customer reported latency issue,HIGH,,v2,reserved,reserved,Finance,Project-C,DEGRADED,,83
U6666,acct001,2026-09-13 22:01:00,Compute,VM-STD-4,289.37,hours,$518.77,EUR,ap south 1,True,bob,dev,resource-6582,T-56,Customer reported latency issue,,I-71,,on-demand,spot,Sales,Project-A,OUTAGE,109.0,90
U8214,ACCT-002,2026/05/14 06:01,Networking,VM-STD-4,35.85,hours,12.27,USD,us-east-1,False,david,test,resource-7200,T-150,Customer reported latency issue,,,v2,on-demand,reserved,Finance,Project-C,DEGRADED,,83
U9669, acct003 ,2026/01/04 21:35,Compute,vm_std_4,124.82,seconds,223.11,INR,us-east-1,False,,prod,resource-7176,T-102,Customer reported latency issue,,I-52,v2,spot,reserved,,Project-C,NONE,,1
U3631, acct003 ,2026/10/25 16:23,Networking,db_gp_2,71.66,seconds,₹102.71,INR,US East 1,True,david,test,R8086,T-181,Customer reported latency issue,,,v3,reserved,on-demand,Engineering,Project-A,NONE,,1
U581,acct-001,2026/03/10 25:05,Storage,vm_std_4,172.79,seconds,$173.03,USD,US East 1,False,,test,resource-3094,T-107,User email john@example.com cannot login,HIGH,I-75,,spot,spot,,,NONE,,83
U8312,ACCT-002,2026-09-14 06:57:00,Database,DB-GP-2,375.71,hours,$531.85,EUR,US East 1,True,charlie,,R3623,T-39,Customer reported latency issue,,,v3,on-demand,on-demand,Finance,Project-A,NONE,12.0,90
U31,acct001,2026/08/04 14:29,Networking,DB-GP-2,461.07,seconds,820.96,INR,us-east-1,True,,,resource-3310,T-98,Customer reported latency issue,MEDIUM,I-85,v1,spot,reserved,Engineering,,NONE,,1
U3774, acct003 ,2026/12/12 14:49,AI,DB-GP-2,346.45,minutes,258.51,INR,eu-west-1,False,david,prod,R7364,T-72,Customer phone 9263580365 reported outage,HIGH,I-62,,spot,reserved,Sales,Project-B,NONE,,1
U201,acct-001,2026/07/03 20:20,AI,VM-STD-4,402.45,minutes,$259.97,USD,us-east-1,False,david,test,resource-5018,T-11,Customer reported latency issue,LOW,,v2,on-demand,on-demand,Finance,Project-A,OUTAGE,93.0,83
U3781,ACCT-002,2026-03-16 21:24:00,Compute,db_gp_2,282.6,seconds,343.67,EUR,ap south 1,True,david,prod,resource-7780,T-52,User email john@example.com cannot login,LOW,I-18,,on-demand,reserved,Finance,Project-B,NONE,15.0,90
U4547, acct003 ,2026/09/06 01:23,Database,vm_std_4,161.26,seconds,83.82,INR,US East 1,True,alice,dev,resource-1890,T-1,Customer phone 6275843683 reported outage,MEDIUM,,,on-demand,spot,Research,Project-A,DEGRADED,40.0,1
U4772,acct-001,2026-12-02 11:29:00,Compute,db_gp_2,67.38,seconds,$79.81,USD,US East 1,False,charlie,,resource-7797,T-144,Customer phone 9505855847 reported outage,LOW,,v2,spot,spot,,Project-C,NONE,119.0,83
U8441,acct-001,2026/05/31 18:26,Compute,db_gp_2,364.12,minutes,₹179.75,EUR,eu-west-1,True,alice,test,resource-8949,T-115,Customer phone 6316177164 reported outage,MEDIUM,,v3,reserved,spot,Engineering,Project-A,DEGRADED,,90
U1517, acct003 ,2026-09-01 02:47:00,AI,vm_std_4,4514.42,seconds,1502.04,EUR,eu-west-1,False,david,prod,resource-6985,T-41,Customer phone 7012526743 reported outage,MEDIUM,I-53,,spot,reserved,Sales,Project-B,NONE,10.0,90
U5857, acct003 ,2026-06-17T02:58:00+05:30,Database,DB-GP-2,33.43,minutes,$9.27,EUR,US East 1,False,alice,test,R2707,T-8,Customer reported latency issue,MEDIUM,I-41,v2,on-demand,on-demand,Finance,,OUTAGE,111.0,90
U7872,acct001,2026-04-16T07:10:00+01:00,AI,VM-STD-4,187.95,seconds,$147.94,USD,ap south 1,True,charlie,dev,resource-9435,T-100,Customer reported latency issue,HIGH,,v1,on-demand,on-demand,Sales,Project-C,OUTAGE,,83
U3451,ACCT-002,2026/03/10 25:05,Networking,VM-STD-4,227.35,seconds,$419.65,USD,ap south 1,False,bob,test,R3434,T-187,Customer reported latency issue,,I-44,,on-demand,on-demand,Engineering,Project-B,OUTAGE,14.0,83
U4663,ACCT-002,2026-07-19 04:35:00,Storage,db_gp_2,128.4,hours,₹178.6,EUR,us-east-1,True,alice,prod,R7474,T-102,Customer reported latency issue,MEDIUM,,v1,reserved,spot,Research,Project-C,DEGRADED,25.0,90
U789,acct001,2026-11-03 19:31:00,AI,VM-STD-4,183.88,minutes,234.31,INR,US East 1,False,charlie,dev,resource-2238,T-192,Customer reported latency issue,LOW,I-27,v1,on-demand,reserved,Finance,Project-B,OUTAGE,68.0,1
U7827,acct-001,2026/04/17 12:24,Compute,db_gp_2,414.18,minutes,403.75,EUR,us-east-1,True,alice,dev,resource-8057,T-72,Customer phone 9423778848 reported outage,,I-52,v1,on-demand,on-demand,Sales,Project-C,OUTAGE,,90
U9425,ACCT-002,2026-11-14 14:39:00,AI,db_gp_2,151.97,seconds,₹126.65,INR,ap south 1,True,bob,,R1511,T-60,Customer phone 7399779310 reported outage,HIGH,,v1,spot,reserved,Sales,Project-A,DEGRADED,46.0,1
U8365,acct-001,2026/03/10 25:05,AI,db_gp_2,101.31,minutes,140.72,USD,us-east-1,True,alice,,resource-6438,T-75,User email john@example.com cannot login,LOW,I-67,,reserved,spot,Finance,Project-B,OUTAGE,,83
U5191,acct-001,2026-12-06 11:26:00,Database,db_gp_2,401.32,minutes,₹789.88,INR,US East 1,True,,test,R2670,T-141,User email john@example.com cannot login,MEDIUM,I-33,,reserved,spot,Finance,,OUTAGE,,1
U8792,acct001,2026/08/17 09:06,Compute,DB-GP-2,164.47,minutes,₹182.65,INR,US East 1,True,,,R9469,T-48,User email john@example.com cannot login,LOW,I-89,v2,spot,on-demand,Research,Project-C,NONE,96.0,1
U750,ACCT-002,2026-11-04 12:21:00,Networking,DB-GP-2,82.38,hours,₹37.44,USD,ap south 1,True,alice,prod,R5813,T-127,Customer phone 6158308025 reported outage,,I-74,v3,on-demand,reserved,Engineering,Project-A,OUTAGE,82.0,83
U7688, acct003 ,2026/08/24 17:01,Storage,DB-GP-2,32.08,minutes,10.71,INR,ap south 1,True,david,dev,R1004,T-153,User email john@example.com cannot login,MEDIUM,I-26,,on-demand,on-demand,Sales,Project-A,OUTAGE,,1
U7982, acct003 ,2026/03/10 25:05,AI,DB-GP-2,256.06,seconds,₹335.32,INR,us-east-1,True,,,R8246,T-53,User email john@example.com cannot login,MEDIUM,I-36,,spot,on-demand,Sales,Project-A,DEGRADED,38.0,1
U1456, acct003 ,2026/09/03 10:57,Compute,DB-GP-2,54.13,minutes,$52.98,EUR,eu-west-1,False,david,prod,R4235,T-12,User email john@example.com cannot login,HIGH,,,reserved,spot,Finance,Project-B,NONE,,90
U61, acct003 ,2026/09/05 08:46,Storage,vm_std_4,308.65,seconds,76.39,USD,US East 1,True,,test,resource-6137,T-155,Customer phone 9657539207 reported outage,HIGH,I-47,v3,on-demand,spot,,,OUTAGE,104.0,83
U7903,ACCT-002,2026-08-07T22:12:00+05:30,Compute,VM-STD-4,226.79,minutes,$412.47,INR,ap south 1,True,david,prod,R8317,T-4,User email john@example.com cannot login,,I-38,v1,spot,reserved,Sales,Project-A,DEGRADED,46.0,1
U8518,ACCT-002,2026/03/10 25:05,AI,DB-GP-2,390.21,hours,585.5,INR,us-east-1,False,,,resource-7731,T-149,Customer phone 9866099129 reported outage,MEDIUM,I-61,,reserved,reserved,Sales,Project-C,DEGRADED,,1
U5921,acct001,2026/06/26 12:03,Storage,vm_std_4,103.72,hours,$72.17,USD,eu-west-1,True,charlie,prod,resource-2327,T-181,User email john@example.com cannot login,,I-79,v1,on-demand,spot,Finance,,OUTAGE,,83
U6553,ACCT-002,2026/07/11 02:28,AI,DB-GP-2,300.8,minutes,522.33,EUR,us-east-1,True,david,test,resource-7277,T-74,Customer reported latency issue,HIGH,I-59,v2,on-demand,spot,Research,Project-B,NONE,,90
U3649,acct001,2026/03/10 25:05,Networking,db_gp_2,387.74,seconds,₹347.98,INR,US East 1,False,alice,test,R4833,T-124,Customer reported latency issue,MEDIUM,I-11,v3,on-demand,spot,Sales,Project-A,DEGRADED,78.0,1
U5333,ACCT-002,2026/03/10 25:05,Database,vm_std_4,171.25,minutes,50.22,EUR,us-east-1,False,david,test,resource-2371,T-145,User email john@example.com cannot login,LOW,,v2,on-demand,spot,Engineering,Project-C,NONE,,90
U5223, acct003 ,2026/11/12 15:10,Compute,db_gp_2,20.58,minutes,$7.84,INR,US East 1,True,bob,,resource-3472,T-131,Customer reported latency issue,MEDIUM,,v2,on-demand,reserved,Engineering,Project-A,DEGRADED,76.0,1
U5992,acct001,2026-02-08 23:27:00,AI,vm_std_4,352.72,seconds,592.33,INR,us-east-1,True,alice,test,resource-5687,T-107,Customer reported latency issue,,,,on-demand,on-demand,Sales,Project-A,NONE,,1
U5514,acct001,2026/10/17 05:41,Database,vm_std_4,3.45,minutes,₹6.61,USD,eu-west-1,False,david,,R6722,T-120,Customer reported latency issue,MEDIUM,I-24,v2,reserved,on-demand,,Project-A,NONE,,83
U2834,ACCT-002,2026/06/18 02:26,AI,vm_std_4,154.28,seconds,55.45,USD,US East 1,True,david,,R6977,T-196,Customer reported latency issue,,,,on-demand,reserved,Sales,Project-C,OUTAGE,,83
U8109,acct-001,2026-10-06T18:14:00+09:00,Compute,db_gp_2,127.38,seconds,₹58.14,EUR,us-east-1,False,charlie,prod,resource-6261,T-103,Customer phone 6221022336 reported outage,HIGH,,v1,reserved,spot,Finance,Project-C,DEGRADED,,90
U3393,acct-001,2026-06-23T02:20:00-04:00,Networking,db_gp_2,482.74,hours,$613.94,INR,ap south 1,False,david,dev,R6111,T-125,User email john@example.com cannot login,HIGH,I-70,v1,on-demand,on-demand,,Project-A,OUTAGE,,1
U5853,acct-001,2026-09-09T02:09:00+09:00,Networking,DB-GP-2,3.9,seconds,$6.68,INR,eu-west-1,True,charlie,,resource-7287,T-111,Customer reported latency issue,,,v2,spot,reserved,,Project-B,DEGRADED,43.0,1
U6052,acct-001,2026/03/10 25:05,Networking,db_gp_2,201.21,seconds,₹386.09,USD,eu-west-1,True,alice,,resource-9959,T-68,Customer reported latency issue,,I-32,v2,spot,spot,Research,Project-C,NONE,41.0,83
U7637,acct-001,2026/03/10 25:05,Networking,db_gp_2,190.26,seconds,$296.75,USD,ap south 1,True,bob,prod,resource-9909,T-147,Customer phone 9408746590 reported outage,LOW,I-13,,reserved,reserved,Sales,,DEGRADED,52.0,83
